ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
2002;Kémiai;for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules;756;John B. Fenn;John B. Fenn;John B. Fenn;férfi;;1917-06-15;Észak-Amerika;;;;Személy;Virginia Commonwealth University, Richmond, VA, USA;;;
2002;Orvosi;for their discoveries concerning genetic regulation of organ development and programmed cell death';752;John E. Sulston;John E. Sulston;John E. Sulston;férfi;;1942-03-27;Európa;;;;Személy;The Wellcome Trust Sanger Institute, Cambridge, United Kingdom;;;
2002;Kémiai;for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules;757;Koichi Tanaka;Koichi Tanaka;Koichi Tanaka;férfi;;1959-08-03;Ázsia;;;;Személy;Shimadzu Corp., Kyoto, Japan;;;
2002;Kémiai;for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution;758;Kurt Wüthrich;Kurt Wüthrich;Kurt Wüthrich;férfi;;1938-10-04;Európa;;;;Személy;Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland;The Scripps Research Institute, La Jolla, CA, USA;;
2002;Fizikai;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos;754;Masatoshi Koshiba;Masatoshi Koshiba;Masatoshi Koshiba;férfi;;1926-09-19;Ázsia;;;;Személy;University of Tokyo, Tokyo, Japan;;;
2002;Fizikai;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos;753;Raymond Davis Jr.;Raymond Davis Jr.;Raymond Davis Jr.;férfi;;1914-10-14;Észak-Amerika;;;;Személy;University of Pennsylvania, Philadelphia, PA, USA;;;
2002;Fizikai;for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources;755;Riccardo Giacconi;Riccardo Giacconi;Riccardo Giacconi;férfi;;1931-10-06;Európa;;;;Személy;Associated Universities Inc., Washington, DC, USA;;;
2002;Orvosi;for their discoveries concerning genetic regulation of organ development and programmed cell death';750;Sydney Brenner;Sydney Brenner;Sydney Brenner;férfi;;1927-01-13;Afrika;;;;Személy;The Molecular Sciences Institute, Berkeley, CA, USA;;;
2002;Közgazdasági;for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms;760;Vernon L. Smith;Vernon L. Smith;Vernon L. Smith;férfi;;1927-01-01;Észak-Amerika;;;;Személy;George Mason University, Fairfax, VA, USA;;;
2003;Fizikai;for pioneering contributions to the theory of superconductors and superfluids;766;Alexei Abrikosov;Alexei Abrikosov;Alexei Alexeyevich Abrikosov;férfi;;1928-06-25;Európa;;;;Személy;Argonne National Laboratory, Argonne, IL, USA;;;
2003;Fizikai;for pioneering contributions to the theory of superconductors and superfluids;768;Anthony J. Leggett;Anthony J. Leggett;Anthony J. Leggett;férfi;;1938-03-26;Európa;;;;Személy;University of Illinois, Urbana, IL, USA;;;
2003;Közgazdasági;for methods of analyzing economic time series with common trends (cointegration);772;Clive W.J. Granger;Clive W.J. Granger;Clive W.J. Granger;férfi;;1934-09-04;Európa;;;;Személy;University of California, San Diego, CA, USA;;;
2003;Irodalmi;who in innumerable guises portrays the surprising involvement of the outsider;763;J. M. Coetzee;J. M. Coetzee;John M. Coetzee;férfi;;1940-02-09;Afrika;;;;Személy;;;;
2003;Orvosi;for their discoveries concerning magnetic resonance imaging;764;Paul C. Lauterbur;Paul C. Lauterbur;Paul C. Lauterbur;férfi;;1929-05-06;Észak-Amerika;;;;Személy;University of Illinois, Urbana, IL, USA;;;
2003;Kémiai;for the discovery of water channels;769;Peter Agre;Peter Agre;Peter Agre;férfi;;1949-01-30;Észak-Amerika;;;;Személy;Johns Hopkins University School of Medicine, Baltimore, MD, USA;;;
2003;Közgazdasági;for methods of analyzing economic time series with time-varying volatility (ARCH);771;Robert F. Engle III;Robert F. Engle III;Robert F. Engle III;férfi;;1942-11-10;Észak-Amerika;;;;Személy;New York University, New York, NY, USA;;;
2003;Kémiai;for structural and mechanistic studies of ion channels;770;Roderick MacKinnon;Roderick MacKinnon;Roderick MacKinnon;férfi;;1956-02-19;Észak-Amerika;;;;Személy;Rockefeller University, New York, NY, USA;Howard Hughes Medical Institute, N/A;;
2003;Béke;for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children;773;Shirin Ebadi;Shirin Ebadi;Shirin Ebadi;nő;;1947-06-21;Ázsia;;;;Személy;;;;
2003;Orvosi;for their discoveries concerning magnetic resonance imaging;765;Sir Peter Mansfield;Sir Peter Mansfield;Sir Peter Mansfield;férfi;;1933-10-09;Európa;;;;Személy;University of Nottingham, School of Physics and Astronomy, Nottingham, United Kingdom;;;
2003;Fizikai;for pioneering contributions to the theory of superconductors and superfluids;767;Vitaly L. Ginzburg;Vitaly L. Ginzburg;Vitaly Lazarevich Ginzburg;férfi;;1916-10-04;Európa;;;;Személy;P.N. Lebedev Physical Institute, Moscow, Russia;;;
2004;Kémiai;for the discovery of ubiquitin-mediated protein degradation;779;Aaron Ciechanover;Aaron Ciechanover;Aaron Ciechanover;férfi;;1947-10-01;Ázsia;;;;Személy;Technion - Israel Institute of Technology, Haifa, Israel;;;
2004;Kémiai;for the discovery of ubiquitin-mediated protein degradation;780;Avram Hershko;Avram Hershko;Avram Hershko;férfi;;1937-12-31;Európa;;;;Személy;Technion - Israel Institute of Technology, Haifa, Israel;;;
2004;Fizikai;for the discovery of asymptotic freedom in the theory of the strong interaction;776;David J. Gross;David J. Gross;David J. Gross;férfi;;1941-02-19;Észak-Amerika;;;;Személy;University of California, Kavli Institute for Theoretical Physics, Santa Barbara, CA, USA;;;
2004;Közgazdasági;for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles;787;Edward C. Prescott;Edward C. Prescott;Edward C. Prescott;férfi;;1940-12-26;Észak-Amerika;;;;Személy;Arizona State University, Tempe, AZ, USA;Federal Reserve Bank of Minneapolis, Minneapolis, MN, USA;;
2004;Irodalmi;"for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power";782;Elfriede Jelinek;Elfriede Jelinek;Elfriede Jelinek;nő;;1946-10-20;Európa;;;;Személy;;;;
2004;Közgazdasági;for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles;786;Finn E. Kydland;Finn E. Kydland;Finn E. Kydland;férfi;;1943-12-01;Európa;;;;Személy;Carnegie Mellon University, Pittsburgh, PA, USA;University of California, Santa Barbara, CA, USA;;
2004;Fizikai;for the discovery of asymptotic freedom in the theory of the strong interaction;778;Frank Wilczek;Frank Wilczek;Frank Wilczek;férfi;;1951-05-15;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
2004;Fizikai;for the discovery of asymptotic freedom in the theory of the strong interaction;777;H. David Politzer;H. David Politzer;H. David Politzer;férfi;;1949-08-31;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
2004;Kémiai;for the discovery of ubiquitin-mediated protein degradation;781;Irwin Rose;Irwin Rose;Irwin Rose;férfi;;1926-07-16;Észak-Amerika;;;;Személy;University of California, Irvine, CA, USA;;;
2004;Orvosi;for their discoveries of odorant receptors and the organization of the olfactory system;775;Linda B. Buck;Linda B. Buck;Linda B. Buck;nő;;1947-01-29;Észak-Amerika;;;;Személy;Fred Hutchinson Cancer Research Center, Seattle, WA, USA;;;
2004;Orvosi;for their discoveries of odorant receptors and the organization of the olfactory system;774;Richard Axel;Richard Axel;Richard Axel;férfi;;1946-07-02;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
2004;Béke;for her contribution to sustainable development, democracy and peace;783;Wangari Maathai;Wangari Maathai;Wangari Muta Maathai;nő;;1940-04-01;Afrika;;;;Személy;;;;
2005;Orvosi;for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease;789;Barry J. Marshall;Barry J. Marshall;Barry J. Marshall;férfi;;1951-09-30;Óceánia;;;;Személy;NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre, Nedlands, Australia;University of Western Australia, Perth, Australia;;
2005;Irodalmi;who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms;801;Harold Pinter;Harold Pinter;Harold Pinter;férfi;;1930-10-10;Európa;;;;Személy;;;;
2005;Béke;for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way;797;International Atomic Energy Agency;;;;;;;International Atomic Energy Agency;IAEA;1957;Szervezet;;;;
2005;Orvosi;for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease;790;J. Robin Warren;J. Robin Warren;J. Robin Warren;férfi;;1937-06-11;Óceánia;;;;Személy;;;;
2005;Fizikai;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique;792;John L. Hall;John L. Hall;John L. Hall;férfi;;1934-08-21;Észak-Amerika;;;;Személy;University of Colorado, JILA, Boulder, CO, USA;National Institute of Standards and Technology, Boulder, CO, USA;;
2005;Béke;for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way;798;Mohamed ElBaradei;Mohamed ElBaradei;Mohamed ElBaradei;férfi;;1942-06-17;Afrika;;;;Személy;;;;
2005;Kémiai;for the development of the metathesis method in organic synthesis;796;Richard R. Schrock;Richard R. Schrock;Richard R. Schrock;férfi;;1945-01-04;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
2005;Kémiai;for the development of the metathesis method in organic synthesis;795;Robert H. Grubbs;Robert H. Grubbs;Robert H. Grubbs;férfi;;1942-02-27;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
2005;Közgazdasági;for having enhanced our understanding of conflict and cooperation through game-theory analysis;799;Robert J. Aumann;Robert J. Aumann;Robert J. Aumann;férfi;;1930-06-08;Európa;;;;Személy;University of Jerusalem, Center for RationalityHebrew, Jerusalem, Israel;;;
2005;Fizikai;for his contribution to the quantum theory of optical coherence;791;Roy J. Glauber;Roy J. Glauber;Roy J. Glauber;férfi;;1925-09-01;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
2005;Fizikai;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique;793;Theodor W. Hänsch;Theodor W. Hänsch;Theodor W. Hänsch;férfi;;1941-10-30;Európa;;;;Személy;Max-Planck-Institut für Quantenoptik, Garching, Germany;Ludwig-Maximilians- Universität, Munich, Germany;;
2005;Közgazdasági;for having enhanced our understanding of conflict and cooperation through game-theory analysis;800;Thomas C. Schelling;Thomas C. Schelling;Thomas C. Schelling;férfi;;1921-04-14;Észak-Amerika;;;;Személy;University of Maryland, Department of Economics and School of Public Policy, College Park, MD, USA;;;
2005;Kémiai;for the development of the metathesis method in organic synthesis;794;Yves Chauvin;Yves Chauvin;Yves Chauvin;férfi;;1930-10-10;Európa;;;;Személy;Institut Français du Pétrole, Rueil-Malmaison, France;;;
2006;Orvosi;for their discovery of RNA interference - gene silencing by double-stranded RNA;802;Andrew Z. Fire;Andrew Z. Fire;Andrew Z. Fire;férfi;;1959-04-27;Észak-Amerika;;;;Személy;Stanford University School of Medicine, Stanford, CA, USA;;;
2006;Orvosi;for their discovery of RNA interference - gene silencing by double-stranded RNA;803;Craig C. Mello;Craig C. Mello;Craig C. Mello;férfi;;1960-10-19;Észak-Amerika;;;;Személy;University of Massachusetts Medical School, Worcester, MA, USA;;;
2006;Közgazdasági;for his analysis of intertemporal tradeoffs in macroeconomic policy;807;Edmund S. Phelps;Edmund S. Phelps;Edmund S. Phelps;férfi;;1933-07-26;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
2006;Fizikai;for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation;805;George F. Smoot;George F. Smoot;George F. Smoot;férfi;;1945-02-20;Észak-Amerika;;;;Személy;University of California, Berkeley, CA, USA;;;
2006;Béke;for their efforts to create economic and social development from below;810;Grameen Bank;;;;;;;Grameen Bank;;1976;Szervezet;;;;
2006;Fizikai;for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation;804;John C. Mather;John C. Mather;John C. Mather;férfi;;1946-08-07;Észak-Amerika;;;;Személy;NASA Goddard Space Flight Center, Greenbelt, MD, USA;;;
2006;Béke;for their efforts to create economic and social development from below;809;Muhammad Yunus;Muhammad Yunus;Muhammad Yunus;férfi;;1940-06-28;Ázsia;;;;Személy;;;;
2006;Irodalmi;who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures;808;Orhan Pamuk;Orhan Pamuk;Orhan Pamuk;férfi;;1952-06-07;Ázsia;;;;Személy;;;;
2006;Kémiai;for his studies of the molecular basis of eukaryotic transcription;806;Roger D. Kornberg;Roger D. Kornberg;Roger D. Kornberg;férfi;;1947-04-24;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
2007;Béke;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change;819;Al Gore;Al Gore;Albert Arnold (Al) Gore Jr.;férfi;;1948-03-31;Észak-Amerika;;;;Személy;;;;
2007;Fizikai;for the discovery of Giant Magnetoresistance;814;Albert Fert;Albert Fert;Albert Fert;férfi;;1938-03-07;Európa;;;;Személy;"Universit&eacute; Paris-Sud, Orsay, France";"Unit&eacute; Mixte de Physique CNRS/THALES, Orsay, France";;
2007;Irodalmi;that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny;817;Doris Lessing;Doris Lessing;Doris Lessing;nő;;1919-10-22;Ázsia;;;;Személy;;;;
2007;Közgazdasági;for having laid the foundations of mechanism design theory;821;Eric S. Maskin;Eric S. Maskin;Eric S. Maskin;férfi;;1950-12-12;Észak-Amerika;;;;Személy;Institute for Advanced Study, Princeton, NJ, USA;;;
2007;Kémiai;for his studies of chemical processes on solid surfaces;816;Gerhard Ertl;Gerhard Ertl;Gerhard Ertl;férfi;;1936-10-10;Európa;;;;Személy;Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany;;;
2007;Béke;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change;818;Intergovernmental Panel on Climate Change;;;;;;;Intergovernmental Panel on Climate Change;;1988;Szervezet;;;;
2007;Közgazdasági;for having laid the foundations of mechanism design theory;820;Leonid Hurwicz;Leonid Hurwicz;Leonid Hurwicz;férfi;;1917-08-21;Európa;;;;Személy;University of Minnesota, Minneapolis, MN, USA;;;
2007;Orvosi;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;811;Mario R. Capecchi;Mario R. Capecchi;Mario R. Capecchi;férfi;;1937-10-06;Európa;;;;Személy;University of Utah, Salt Lake City, UT, USA;Howard Hughes Medical Institute, N/A;;
2007;Orvosi;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;813;Oliver Smithies;Oliver Smithies;Oliver Smithies;férfi;;1925-06-23;Európa;;;;Személy;University of North Carolina, Chapel Hill, NC, USA;;;
2007;Fizikai;for the discovery of Giant Magnetoresistance;815;Peter Grünberg;Peter Grünberg;Peter Grünberg;férfi;;1939-05-18;Európa;;;;Személy;"Forschungszentrum J&uuml;lich, Jülich, Germany";;;
2007;Közgazdasági;for having laid the foundations of mechanism design theory;822;Roger B. Myerson;Roger B. Myerson;Roger B. Myerson;férfi;;1951-03-29;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
2007;Orvosi;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;812;Sir Martin J. Evans;Sir Martin J. Evans;Sir Martin J. Evans;férfi;;1941-01-01;Európa;;;;Személy;Cardiff University, Cardiff, United Kingdom;;;
2008;Orvosi;for their discovery of human immunodeficiency virus;824;Françoise Barré-Sinoussi;Françoise Barré-Sinoussi;Françoise Barré-Sinoussi;nő;;1947-07-30;Európa;;;;Személy;Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur, Paris, France;;;
2008;Orvosi;for his discovery of human papilloma viruses causing cervical cancer;823;Harald zur Hausen;Harald zur Hausen;Harald zur Hausen;férfi;;1936-03-11;Európa;;;;Személy;German Cancer Research Center, Heidelberg, Germany;;;
2008;Irodalmi;author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization;832;Jean-Marie Gustave Le Clézio;Jean-Marie Gustave Le Clézio;Jean-Marie Gustave Le Clézio;férfi;;1940-04-13;Európa;;;;Személy;;;;
2008;Orvosi;for their discovery of human immunodeficiency virus;825;Luc Montagnier;Luc Montagnier;Luc Montagnier;férfi;;1932-08-18;Európa;;;;Személy;World Foundation for AIDS Research and Prevention, Paris, France;;;
2008;Fizikai;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature;827;Makoto Kobayashi;Makoto Kobayashi;Makoto Kobayashi;férfi;;1944-04-07;Ázsia;;;;Személy;High Energy Accelerator Research Organization (KEK), Tsukuba, Japan;;;
2008;Kémiai;for the discovery and development of the green fluorescent protein, GFP;830;Martin Chalfie;Martin Chalfie;Martin Chalfie;férfi;;1947-01-15;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
2008;Béke;for his important efforts, on several continents and over more than three decades, to resolve international conflicts;833;Martti Ahtisaari;Martti Ahtisaari;Martti Ahtisaari;férfi;;1937-06-23;Európa;;;;Személy;;;;
2008;Kémiai;for the discovery and development of the green fluorescent protein, GFP;829;Osamu Shimomura;Osamu Shimomura;Osamu Shimomura;férfi;;1928-08-27;Ázsia;;;;Személy;Marine Biological Laboratory (MBL), Woods Hole, MA, USA;Boston University Medical School, Massachusetts, MA, USA;;
2008;Közgazdasági;for his analysis of trade patterns and location of economic activity;834;Paul Krugman;Paul Krugman;Paul Krugman;férfi;;1953-02-28;Észak-Amerika;;;;Személy;Princeton University, Princeton, NJ, USA;;;
2008;Kémiai;for the discovery and development of the green fluorescent protein, GFP;831;Roger Y. Tsien;Roger Y. Tsien;Roger Y. Tsien;férfi;;1952-02-01;Észak-Amerika;;;;Személy;University of California, San Diego, CA, USA;Howard Hughes Medical Institute, N/A;;
2008;Fizikai;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature;828;Toshihide Maskawa;Toshihide Maskawa;Toshihide Maskawa;férfi;;1940-02-07;Ázsia;;;;Személy;Kyoto Sangyo University, Kyoto, Japan;Yukawa Institute for Theoretical Physics (YITP), Kyoto University, Kyoto, Japan;;
2008;Fizikai;for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics;826;Yoichiro Nambu;Yoichiro Nambu;Yoichiro Nambu;férfi;;1921-01-18;Ázsia;;;;Személy;Enrico Fermi Institute, University of Chicago, Chicago, IL, USA;;;
2009;Kémiai;for studies of the structure and function of the ribosome;843;Ada E. Yonath;Ada E. Yonath;Ada E. Yonath;nő;;1939-06-22;Ázsia;;;;Személy;Weizmann Institute of Science, Rehovot, Israel;;;
2009;Béke;for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples;845;Barack H. Obama;Barack H. Obama;Barack Hussein Obama;férfi;;1961-08-04;Észak-Amerika;;;;Személy;;;;
2009;Orvosi;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase;836;Carol W. Greider;Carol W. Greider;Carol W. Greider;nő;;1961-04-15;Észak-Amerika;;;;Személy;Johns Hopkins University School of Medicine, Baltimore, MD, USA;;;
2009;Fizikai;for groundbreaking achievements concerning the transmission of light in fibers for optical communication;838;Charles K. Kao;Charles K. Kao;Charles Kuen Kao;férfi;;1933-11-04;Ázsia;;;;Személy;Standard Telecommunication Laboratories, Harlow, United Kingdom;Chinese University of Hong Kong, Hong Kong, China;;
2009;Közgazdasági;for her analysis of economic governance, especially the commons;846;Elinor Ostrom;Elinor Ostrom;Elinor Ostrom;nő;;1933-08-07;Észak-Amerika;;;;Személy;Indiana University, Bloomington, IN, USA;Arizona State University, Tempe, AZ, USA;;
2009;Orvosi;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase;835;Elizabeth H. Blackburn;Elizabeth H. Blackburn;Elizabeth H. Blackburn;nő;;1948-11-26;Óceánia;;;;Személy;University of California, San Francisco, CA, USA;;;
2009;Fizikai;for the invention of an imaging semiconductor circuit - the CCD sensor;840;George E. Smith;George E. Smith;George E. Smith;férfi;;1930-05-10;Észak-Amerika;;;;Személy;Bell Laboratories, Murray Hill, NJ, USA;;;
2009;Irodalmi;who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed;844;Herta Müller;Herta Müller;Herta Müller;nő;;1953-08-17;Európa;;;;Személy;;;;
2009;Orvosi;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase;837;Jack W. Szostak;Jack W. Szostak;Jack W. Szostak;férfi;;1952-11-09;Európa;;;;Személy;Harvard Medical School, Boston, MA, USA;Massachusetts General Hospital, Boston, MA, USA;Howard Hughes Medical Institute, N/A;
2009;Közgazdasági;for his analysis of economic governance, especially the boundaries of the firm;847;Oliver E. Williamson;Oliver E. Williamson;Oliver E. Williamson;férfi;;1932-09-27;Észak-Amerika;;;;Személy;University of California, Berkeley, CA, USA;;;
2009;Kémiai;for studies of the structure and function of the ribosome;842;Thomas A. Steitz;Thomas A. Steitz;Thomas A. Steitz;férfi;;1940-08-23;Észak-Amerika;;;;Személy;Yale University, New Haven, CT, USA;Howard Hughes Medical Institute, N/A;;
2009;Kémiai;for studies of the structure and function of the ribosome;841;Venkatraman Ramakrishnan;Venkatraman Ramakrishnan;Venkatraman Ramakrishnan;férfi;1952;;Ázsia;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
2009;Fizikai;for the invention of an imaging semiconductor circuit - the CCD sensor;839;Willard S. Boyle;Willard S. Boyle;Willard S. Boyle;férfi;;1924-08-19;Észak-Amerika;;;;Személy;Bell Laboratories, Murray Hill, NJ, USA;;;
2010;Kémiai;for palladium-catalyzed cross couplings in organic synthesis;853;Akira Suzuki;Akira Suzuki;Akira Suzuki;férfi;;1930-09-12;Ázsia;;;;Személy;Hokkaido University, Sapporo, Japan;;;
2010;Fizikai;for groundbreaking experiments regarding the two-dimensional material graphene;849;Andre Geim;Andre Geim;Andre Geim;férfi;;1958-10-21;Európa;;;;Személy;University of Manchester, Manchester, United Kingdom;;;
2010;Közgazdasági;for their analysis of markets with search frictions;858;Christopher A. Pissarides;Christopher A. Pissarides;Christopher A. Pissarides;férfi;;1948-02-20;Európa;;;;Személy;London School of Economics and Political Science, London, United Kingdom;;;
2010;Közgazdasági;for their analysis of markets with search frictions;857;Dale T. Mortensen;Dale T. Mortensen;Dale T. Mortensen;férfi;;1939-02-02;Észak-Amerika;;;;Személy;Northwestern University, Evanston, IL, USA;Aarhus University, Aarhus, Denmark;;
2010;Kémiai;for palladium-catalyzed cross couplings in organic synthesis;852;Ei-ichi Negishi;Ei-ichi Negishi;Ei-ichi Negishi;férfi;;1935-07-14;Ázsia;;;;Személy;Purdue University, West Lafayette, IN, USA;;;
2010;Fizikai;for groundbreaking experiments regarding the two-dimensional material graphene;850;Konstantin Novoselov;Konstantin Novoselov;Konstantin Novoselov;férfi;;1974-08-23;Európa;;;;Személy;University of Manchester, Manchester, United Kingdom;;;
2010;Béke;for his long and non-violent struggle for fundamental human rights in China;855;Liu Xiaobo;Liu Xiaobo;Liu Xiaobo;férfi;;1955-12-28;Ázsia;;;;Személy;;;;
2010;Irodalmi;for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat;854;Mario Vargas Llosa;Mario Vargas Llosa;Mario Vargas Llosa;férfi;;1936-03-28;Dél-Amerika;;;;Személy;;;;
2010;Közgazdasági;for their analysis of markets with search frictions;856;Peter A. Diamond;Peter A. Diamond;Peter A. Diamond;férfi;;1940-04-29;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
2010;Kémiai;for palladium-catalyzed cross couplings in organic synthesis;851;Richard F. Heck;Richard F. Heck;Richard F. Heck;férfi;;1931-08-15;Észak-Amerika;;;;Személy;University of Delaware, USA;;;
2010;Orvosi;for the development of in vitro fertilization;848;Robert G. Edwards;Robert G. Edwards;Robert G. Edwards;férfi;;1925-09-27;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
2011;Fizikai;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae;866;Adam G. Riess;Adam G. Riess;Adam G. Riess;férfi;;1969-12-16;Észak-Amerika;;;;Személy;Johns Hopkins University, Baltimore, MD, USA;Space Telescope Science Institute, Baltimore, MD, USA;;
2011;Fizikai;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae;865;Brian P. Schmidt;Brian P. Schmidt;Brian P. Schmidt;férfi;;1967-02-24;Észak-Amerika;;;;Személy;Australian National University, Weston Creek, Australia;;;
2011;Orvosi;for their discoveries concerning the activation of innate immunity;861;Bruce A. Beutler;Bruce A. Beutler;Bruce A. Beutler;férfi;;1957-12-29;Észak-Amerika;;;;Személy;University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA;The Scripps Research Institute, La Jolla, CA, USA;;
2011;Közgazdasági;for their empirical research on cause and effect in the macroeconomy;873;Christopher A. Sims;Christopher A. Sims;Christopher A. Sims;férfi;;1942-10-21;Észak-Amerika;;;;Személy;Princeton University, Princeton, NJ, USA;;;
2011;Kémiai;for the discovery of quasicrystals;867;Dan Shechtman;Dan Shechtman;Dan Shechtman;férfi;;1941-01-24;Ázsia;;;;Személy;Technion - Israel Institute of Technology, Haifa, Israel;;;
2011;Béke;for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work;869;Ellen Johnson Sirleaf;Ellen Johnson Sirleaf;Ellen Johnson Sirleaf;nő;;1938-10-29;Afrika;;;;Személy;;;;
2011;Orvosi;for their discoveries concerning the activation of innate immunity;862;Jules A. Hoffmann;Jules A. Hoffmann;Jules A. Hoffmann;férfi;;1941-08-02;Európa;;;;Személy;University of Strasbourg, Strasbourg, France;;;
2011;Béke;for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work;870;Leymah Gbowee;Leymah Gbowee;Leymah Gbowee;nő;;1972-02-01;Afrika;;;;Személy;;;;
2011;Orvosi;for his discovery of the dendritic cell and its role in adaptive immunity;863;Ralph M. Steinman;Ralph M. Steinman;Ralph M. Steinman;férfi;;1943-01-14;Észak-Amerika;;;;Személy;Rockefeller University, New York, NY, USA;;;
2011;Fizikai;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae;864;Saul Perlmutter;Saul Perlmutter;Saul Perlmutter;férfi;1959;;Észak-Amerika;;;;Személy;Lawrence Berkeley National Laboratory, Berkeley, CA, USA;University of California, Berkeley, CA, USA;;
2011;Béke;for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work;871;Tawakkol Karman;Tawakkol Karman;Tawakkol Karman;nő;;1979-02-07;Ázsia;;;;Személy;;;;
2011;Közgazdasági;for their empirical research on cause and effect in the macroeconomy;872;Thomas J. Sargent;Thomas J. Sargent;Thomas J. Sargent;férfi;;1943-07-19;Észak-Amerika;;;;Személy;New York University, New York, NY, USA;;;
2011;Irodalmi;because, through his condensed, translucent images, he gives us fresh access to reality;868;Tomas Tranströmer;Tomas Tranströmer;Tomas Tranströmer;férfi;;1931-04-15;Európa;;;;Személy;;;;
2012;Közgazdasági;for the theory of stable allocations and the practice of market design;882;Alvin E. Roth;Alvin E. Roth;Alvin E. Roth;férfi;;1951-12-18;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;Harvard Business School, Boston, MA, USA;;
