dal_azon;cim;hely_azon;hangszer1;hangszer2;hangszer3;hangszer4;hangszer5;hangszer6;hangszer7;hangszer8;mufaj1;mufaj2;mufaj3;mufaj4;tanc;felvetel_azon;youtube_id;kezdete;vege
1187;sousta-5;72;Percussion;Lyra;Laouto;Guitar;Bass;;;;Traditional;Nisiotiko;Cretan;;1;1186;lBs4PyiRsIY;50;239
1188;sousta-7;67;Violin;Santouri;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;1;1187;q9e6UQh6d0c;1882;2010
1189;sousta-8;24;Tsampouna;;;;;;;;Traditional;Nisiotiko;Aegean;;1;1188;Uijl65qxrrg;3517;3597
1190;sousta-9;67;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;1189;EoJoqvZukgw;4019;4213
1191;sousta-kasiotiki-orses-adrosistou;3;Lyra;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;0;1190;4mMJSlECbh4;1673;1774
1192;sousta-kefalou;32;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;1191;CJ7m2WduEh8;5464;5585
1193;sousta-lerou;34;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1192;CPLOoAZonTI;5036;5218
1194;sousta-rodou;25;Violin;Santouri;Percussion;Laouto;Guitar;;;;Traditional;Nisiotiko;Aegean;;1;1193;5z-ZGft2zCI;4994;5075
1195;sousta-rodou-2;25;Violin;Santouri;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Nisiotiko;Aegean;;1;1194;e5WVqHyTui4;624;772
1196;sousta-rodou-3;25;Lyra;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;0;1195;4mMJSlECbh4;2979;3167
1197;sousta-tsabounisti;6;Tsampouna;;;;;;;;Traditional;Nisiotiko;Aegean;;1;1196;-Lae0QmE15A;5365;5453
1198;sousta-zevgaroti;32;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;1197;CJ7m2WduEh8;3896;4032
1199;spasta-fos-mou;72;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Laouto;Klarino;Rebetiko;Cretan;;;0;1198;6ZDyC-wpRXM;2331;2521
1200;sstoura-mantili-e-ve-kraxe;74;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Euboean;Arvanitic;0;1199;ozHAP8gMIY8;1390;1524
1201;st-anapliou-to-palamidi;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1200;o4XzhbCL0QM;1815;2044
1202;st-treis;62;Percussion;Floghera;Accordion;;;;;;Traditional;Thracian;;;1;1201;vLTBEHw011s;4835;5011
1203;sta-marmara-tou-galata;50;Voice;Tsampouna;Lyra;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;1202;4mMJSlECbh4;2507;2765
1204;sta-ritsa;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;Arvanitic;;1;1203;GIOAt5GHt3I;5556;5647
1205;sta-ritsa-vgainei-ena-nero;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1204;00SbCAkyXhQ;5861;6082
1206;sta-trikorfa-mes-tin-korfi;26;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1205;o4XzhbCL0QM;4145;4410
1207;sta-trikorfa-tsamikos;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1206;4yPS8r0qVTw;3905;4147
1208;sta-vervaina-ta-doliana;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1207;o4XzhbCL0QM;3549;3670
1209;stafidianos-skopos;72;Voice;Tambouras;Oud;;;;;;Traditional;Nisiotiko;Cretan;;0;1208;6ZDyC-wpRXM;2103;2330
1210;stavroula;74;Voice;Percussion;;;;;;;Traditional;Nisiotiko;Euboean;;1;1209;ozHAP8gMIY8;5008;5110
1211;stazoun-ta-keramidia-sou;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;0;1210;8gH9iexkXME;1465;1681
1212;steile-me-mana;32;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1211;CJ7m2WduEh8;6319;6517
1213;steile-me-mana-sto-pigadi;;Voice;;;;;;;;Traditional;Sarakatsani;;;0;1212;ozHAP8gMIY8;937;1054
1214;step;73;Accordion;;;;;;;;Traditional;Pontian;;;1;1213;i6kJdvFwCoA;6205;6278
1215;sti-drapetsona;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;1214;IzjFkYASGbY;1283;1474
1216;sti-mesi-sta-kalavryta;20;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;0;1215;o4XzhbCL0QM;2323;2552
1217;sti-mesi-stin-arachova-kalamatianos;55;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1216;4yPS8r0qVTw;2263;2555
1218;sti-salamina;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;Melodized-poetry;;;0;1217;cKXi8_5_Rd4;2389;2720
1219;sti-saloniki-sto-tsarsi;62;Voice;Violin;Percussion;Oud;Laouto;Klarino;;;Traditional;Thracian;;;1;1218;5z-ZGft2zCI;3353;3431
1220;sti-thalassa-xegnantepsa;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1219;o4XzhbCL0QM;3350;3498
1221;sti-vrysi-sta-tseritsana;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1220;4yPS8r0qVTw;1661;1835
1222;stin-parapano-geitonia;69;Voice;Violin;Laouto;Floghera;;;;;Traditional;Peloponnesian;;;0;1221;6bLFhgwoKsY;4786;4914
1223;stin-xenitia-vradiazei-pio-noris;;Voice;Guitar;Bouzouki;Bass;Baglamas;Accordion;;;Laiko;;;;0;1222;ysRZQuuew_A;5038;5212
1224;stis-dekapente-tou-magiou;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1223;niplI7Bv-30;2777;3000
1225;stis-deropolis-ton-kabo;7;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Polyphonic;;0;1224;ifRo_Z05kuQ;475;825
1226;stis-enteka-stis-dodeka;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1225;o4XzhbCL0QM;5166;5389
1227;stis-fabrikes-tis-germanias;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1226;ysRZQuuew_A;3507;3688
1228;stis-marmarostrotes-avles;26;Voice;;;;;;;;Traditional;Peloponnesian;;;1;1227;o4XzhbCL0QM;2908;3050
1229;stis-sarakinas-to-vouno-tsamikos;56;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;Vlachic;;1;1228;gMz1OBS9FlQ;3631;3739
1230;sto-diko-sou-machala;;Voice;Tambouras;Percussion;Ney;Guitar;;;;Rebetiko;;;;0;1229;XpfvGga-5tU;2537;2735
1231;sto-faliro-pou-plenesai;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;1230;IzjFkYASGbY;2553;2767
1232;sto-kapileio-tou-bati;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1231;jpktBKou-_E;4160;4346
1233;sto-metaxy-i-ellada-taxidevei;;Voice;Piano;Percussion;Bouzouki;Bass;Accordion;;;Newer;;;;0;1232;cKXi8_5_Rd4;4081;4265
1234;sto-pa-kai-sto-xanaleo;65;Voice;Percussion;Oud;Ney;Lyra;Laouto;Kanonaki;Bass;Traditional;Mikrasiatiko;;;0;1233;Dd0IreIlLJE;4422;4760
1235;sto-pa-kai-sto-xanaleo-2;13;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;0;1234;jpktBKou-_E;42;322
1236;sto-peiraia-synnefiase;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1235;GQoE6eVqP38;5963;6152
1237;sto-pyrgo-kai-sto-greveno;63;Voice;;;;;;;;Traditional;Central-Greek;;;1;1236;00SbCAkyXhQ;2082;2225
1238;sto-tounezi-sti-barbaria;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;1;1237;q9e6UQh6d0c;4338;4462
1239;stolisma-nyfis;4;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;Polyphonic;0;1238;t60GoECE0p8;2561;2714
1240;ston-kobo-sti-riza;74;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Traditional;Nisiotiko;Euboean;;1;1239;ozHAP8gMIY8;4497;4612
1241;ston-serriotiko-ton-kabo-strotos-nyfis;10;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;Vlachic;;1;1240;gMz1OBS9FlQ;2530;2749
1242;stou-linardou-ti-taverna;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;0;1241;pxhw04LZhiY;41;279
1243;stou-papa-to-bougazi;13;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;1;1242;Zy8tjrTf4sg;1558;1755
1244;stroto-batzitiko-vasilis-batzis;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;1243;G9DwnuVgsVs;4479;4751
1245;stroto-dotsikou-kai-gyrisma;64;Trumpet;Trombone;Percussion;Klarino;;;;;Traditional;Macedonian;;;1;1244;UaYoyQPZEuo;5732;5933
1246;stroto-pogonisio-fillipos-rountas;17;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;1245;G9DwnuVgsVs;3397;3555
1247;stroto-pogonisio-rebap;17;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;1246;UaYoyQPZEuo;3585;3730
1248;sultani-yegah-longa;78;Percussion;Oud;Klarino;Bass;;;;;Traditional;Turkish;;;0;1247;g4hypPA6D9Y;430;471
1249;svise-ti-floga;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1248;pxhw04LZhiY;3393;3596
1250;sybethera-2;1;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1249;Zy8tjrTf4sg;2538;2741
1251;sygkathisto;62;Violin;Percussion;Oud;Laouto;Klarino;;;;Traditional;Thracian;;;1;1250;5z-ZGft2zCI;3647;3767
1252;sygkathistos;62;Violin;Percussion;Laouto;Klarino;Kanonaki;;;;Traditional;Thracian;;;0;1251;vLTBEHw011s;3;176
1253;syllogismeno-se-thoro;13;Voice;Percussion;Oud;Lyra;;;;;Traditional;Mikrasiatiko;;;1;1252;-YUXPO1BSRw;1903;2052
1254;syllogismeno-se-thoro-2;65;Voice;;;;;;;;Traditional;Mikrasiatiko;;;0;1253;kJl_glSyJMo;3876;3965
1255;sympethera;1;Voice;Violin;Santouri;Laouto;Guitar;;;;Traditional;Nisiotiko;Aegean;;1;1254;5z-ZGft2zCI;5114;5190
1256;syre-na-peis-bintagiala;2;Voice;Violin;Percussion;Oud;Klarino;;;;Traditional;Nisiotiko;Aegean;;0;1255;mp1pK6b1Oho;4052;4256
1257;syre-na-peis-sti-mana-sou;65;Voice;Violin;Santouri;Percussion;Laouto;Klarino;Guitar;;Traditional;Mikrasiatiko;;;1;1256;5z-ZGft2zCI;5890;6004
1258;syre-na-peis-sti-mana-sou-2;;Voice;Violin;Tuba;Percussion;Guitar;Flute;Bassoon;;Traditional;Arrangement;;;0;1257;2_xwDiunBrs;3189;3389
1259;syrta-sygkathista;62;Voice;Violin;Percussion;Oud;Laouto;Klarino;;;Traditional;Thracian;;;1;1258;5z-ZGft2zCI;3514;3647
1260;syrto-araviko;2;Violin;Santouri;Percussion;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;1259;EoJoqvZukgw;3255;3336
1261;syrto-levantiniko;23;Violin;Mandolin;Laouto;Guitar;;;;;Traditional;Nisiotiko;Ionian;;1;1260;Aws0Y3aLaIs;2136;2257
1262;syrto-politiko;19;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Mikrasiatiko;Politiko;;0;1261;G9DwnuVgsVs;43;221
1263;syrto-politiko-2;19;Violin;Oud;;;;;;;Traditional;Mikrasiatiko;Politiko;;0;1262;g4hypPA6D9Y;1198;1379
1264;syrtos;2;Santouri;Percussion;Guitar;;;;;;Traditional;Nisiotiko;Aegean;;0;1263;mp1pK6b1Oho;886;1036
1265;syrtos-angelos;5;Voice;Violin;Santouri;Percussion;Laouto;;;;Traditional;Nisiotiko;Aegean;;1;1264;_mUIVNdIJFU;2292;2458
1266;syrtos-chalkidikis-manolis-papageorgiou;21;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Macedonian;;;1;1265;G9DwnuVgsVs;2073;2202
1267;syrtos-chasapikos;24;Violin;Santouri;Laouto;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;1266;Uijl65qxrrg;4377;4558
1268;syrtos-fereis-paralymenos-peiraiotikos-palio-sarki;5;Voice;Violin;Percussion;Oud;Klarino;Kanonaki;;;Traditional;Nisiotiko;Aegean;;1;1267;J-PqcxTXtp4;3328;3764
1269;syrtos-geragotikos;2;Violin;Trumpet;Trombone;Santouri;Percussion;Klarino;;;Traditional;Nisiotiko;Aegean;;1;1268;mp1pK6b1Oho;3048;3233
1270;syrtos-klossa;5;Voice;Tsampouna;Percussion;;;;;;Traditional;Nisiotiko;Aegean;;1;1269;_mUIVNdIJFU;4395;4563
1271;syrtos-kykladon;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;1270;q9e6UQh6d0c;2020;2275
1272;syrtos-politikos-3;19;Mandolin;Guitar;Bass;Accordion;;;;;Traditional;Mikrasiatiko;Politiko;;0;1271;VrnG_gxNwH8;783;1014
1273;syrtos-politikos-4;19;Violin;Santouri;Laouto;;;;;;Traditional;Mikrasiatiko;Politiko;;1;1272;jpktBKou-_E;6041;6195
1274;syrtos-politikos-5;19;Violin;Laouto;Guitar;;;;;;Traditional;Mikrasiatiko;Politiko;;1;1273;Uijl65qxrrg;1791;2041
1275;syrtos-protovrochia;24;Violin;Santouri;Laouto;Klarino;Accordion;;;;Traditional;Nisiotiko;Aegean;;1;1274;Uijl65qxrrg;4838;4995
1276;syrtos-samiotikos;24;Violin;Laouto;Guitar;;;;;;Traditional;Nisiotiko;Aegean;;1;1275;Uijl65qxrrg;4034;4249
1277;syrtos-smyrnaiikos;13;Violin;Santouri;Laouto;Klarino;Accordion;;;;Traditional;Mikrasiatiko;;;1;1276;Uijl65qxrrg;5118;5329
1278;syrtos-travichtos;32;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1277;CJ7m2WduEh8;2636;2867
1279;t-abelia;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1278;dIqJ-N3_Tso;4374;4606
1280;t-aidoni;64;Voice;;;;;;;;Traditional;Macedonian;;;0;1279;gMz1OBS9FlQ;232;282
1281;t-aidoni-sygkathistos;64;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;1;1280;gMz1OBS9FlQ;2243;2377
1282;t-antroutsou-i-mana-tsamikos;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1281;4yPS8r0qVTw;1949;2158
1283;ta-alitakia;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;1282;Desg3iWdxGU;42;195
1284;ta-choria-tis-chiou;5;Voice;Laouto;Kanonaki;;;;;;Traditional;Nisiotiko;Aegean;;0;1283;J-PqcxTXtp4;2178;2516
1285;ta-gousta-mas;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;1;1284;q9e6UQh6d0c;6017;6234
1286;ta-kavourakia;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;1;1285;pxhw04LZhiY;4077;4291
1287;ta-kavourakia-2;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1286;q9e6UQh6d0c;4122;4334
1288;ta-logia-kai-ta-chronia-ta-chamena;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Newer;Melodized-poetry;;;0;1287;cKXi8_5_Rd4;1646;1928
1289;ta-machairia;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1288;i6kJdvFwCoA;5787;5922
1290;ta-magia;13;Voice;Percussion;;;;;;;Traditional;Mikrasiatiko;;;1;1289;-YUXPO1BSRw;5284;5434
1291;ta-matoklada-sou-laboun;;Voice;Tzouras;Tuba;Percussion;Guitar;Flute;Bassoon;;Rebetiko;Arrangement;;;0;1290;2_xwDiunBrs;6091;6272
1292;ta-mavra-ta-kleftopoula;;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Sarakatsani;;;1;1291;cYE9_TXCmHs;4956;5198
1293;ta-meliotakia;65;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;1;1292;jpktBKou-_E;4344;4444
1294;ta-melitzania;25;Voice;Percussion;Ney;Lyra;Laouto;Kanonaki;Bass;;Traditional;Nisiotiko;Aegean;;0;1293;Dd0IreIlLJE;6193;6380
1295;ta-niata;;Voice;Violin;Percussion;Laouto;Klarino;Floghera;;;Traditional;Sarakatsani;;;1;1294;FXS9jCtkFLk;3129;3361
1296;ta-nioutsika;71;Voice;Violin;Tambouras;Percussion;Laouto;;;;Traditional;Epirotic;;;0;1295;vzCauXf6VhE;2233;2454
1297;ta-nisia;67;Voice;Violin;Santouri;Percussion;Guitar;;;;Traditional;Nisiotiko;Aegean;;0;1296;mp1pK6b1Oho;3762;3986
1298;ta-palaia-mou-vasana;13;Voice;Violin;Santouri;Laouto;Klarino;Accordion;;;Traditional;Mikrasiatiko;;;1;1297;Uijl65qxrrg;5562;5831
1299;ta-palaia-mou-vasana-2;;Voice;Tsampouna;Guitar;;;;;;Traditional;Arrangement;;;0;1298;2_xwDiunBrs;2714;3116
1300;ta-pentikoudia;73;Voice;Violin;Percussion;Oud;;;;;Traditional;Pontian;;;1;1299;i6kJdvFwCoA;1376;1538
1301;ta-petalakia;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1300;pxhw04LZhiY;4528;4620
1302;ta-potirakia-i-poutankous;2;Violin;Santouri;Percussion;Oud;Guitar;;;;Traditional;Nisiotiko;Aegean;;1;1301;mp1pK6b1Oho;5884;6014
1303;ta-vimata;;Piano;Percussion;Ney;Lyra;Laouto;Bass;;;Newer;;;;0;1302;lBs4PyiRsIY;2782;2976
1304;ta-xyla-2;2;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;1303;jpktBKou-_E;2134;2230
1305;ta-ydraiika;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;1304;IzjFkYASGbY;4616;4826
1306;tabachaniotikos-manes;13;Voice;Violin;Santouri;Guitar;Cimbalom;Bass;Accordion;;Traditional;Mikrasiatiko;;;0;1305;e5WVqHyTui4;1033;1261
1307;tagko-ikariotiko;1;Violin;Santouri;Laouto;;;;;;Urban-folk;Nisiotiko;Aegean;;0;1306;CPLOoAZonTI;3950;4105
1308;tammuriata-nera;57;Voice;Percussion;Mandolin;Guitar;Flute;Bass;Accordion;;Traditional;Southern-Italian;Polyphonic;;0;1307;k_U5rTSHIMo;652;931
1309;tangko;1;Violin;Santouri;Laouto;;;;;;Urban-folk;Nisiotiko;Aegean;;1;1308;Zy8tjrTf4sg;4388;4499
1310;tarantela-kalavrias;66;Violin;Percussion;Guitar;Accordion;;;;;Traditional;Southern-Italian;;;1;1309;l2gUntzxeVc;1717;1803
1311;tarantella;66;Voice;Violin;Percussion;Guitar;Accordion;;;;Traditional;Southern-Italian;;;1;1310;l2gUntzxeVc;4792;5122
1312;tarantella-gargano;66;Voice;Percussion;Guitar;Accordion;;;;;Traditional;Southern-Italian;;;1;1311;l2gUntzxeVc;3308;3520
1313;tas-i-ta-gaita-i-monachikon;73;Percussion;Klarino;;;;;;;Traditional;Pontian;;;1;1312;i6kJdvFwCoA;4572;4701
1314;tasia;71;Voice;Violin;Percussion;Laouto;;;;;Traditional;Epirotic;;;1;1313;5z-ZGft2zCI;2657;2837
1315;tasia-2;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1314;8gH9iexkXME;2591;2692
1316;tatavliano;19;Voice;Violin;Santouri;Percussion;Klarino;Guitar;;;Traditional;Mikrasiatiko;Politiko;;0;1315;vJ4F64WkQA0;12;141
1317;tatavliano-chasapiko;19;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;Mikrasiatiko;Politiko;;0;1316;TpK-XXFl51o;3462;3504
1318;ters;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1317;LL6pe_UtAe0;4666;4783
1319;tessera-matia-dyo-kardies;65;Voice;Violin;Percussion;Laouto;Kanonaki;;;;Traditional;Mikrasiatiko;;;1;1318;ozHAP8gMIY8;3897;4039
1320;th-archiso-pikramenos;23;Voice;Violin;Mandolin;Laouto;Guitar;;;;Traditional;Nisiotiko;Ionian;;1;1319;Aws0Y3aLaIs;3671;3890
1321;tha-fygo-mana-kai-tha-klais;64;Trumpet;Trombone;Percussion;Klarino;;;;;Traditional;Macedonian;;;1;1320;UaYoyQPZEuo;5629;5732
1322;tha-pao-stin-arapia;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1321;5z-ZGft2zCI;2107;2200
1323;tha-parangeilo-sta-vouna;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1322;00SbCAkyXhQ;3127;3449
1324;tha-perpatiso-erimies;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1323;KzKkszPd-eM;3006;3396
1325;tha-spaso-koupes;13;Voice;Percussion;Oud;Lyra;;;;;Traditional;Mikrasiatiko;;;1;1324;-YUXPO1BSRw;3787;4138
1326;tha-spaso-koupes-2;13;Voice;Violin;Tambouras;Percussion;Ney;Laouto;Bass;;Traditional;Mikrasiatiko;;;0;1325;vzCauXf6VhE;3420;3600
1327;tha-spaso-koupes-3;13;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Traditional;Mikrasiatiko;;;1;1326;q9e6UQh6d0c;4817;5106
1328;tha-to-pieis-ena-potiri;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;1327;GgGRYZMKezE;1161;1349
1329;tha-tragoudo-tha-tragoudo-isame-ti-deftera;65;Voice;Percussion;;;;;;;Traditional;Mikrasiatiko;;;1;1328;-YUXPO1BSRw;6096;6158
1330;tha-vro-mourmouri-mpaglama;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1329;vl46xtCpsEw;2602;2762
1331;tha-xanartheis-2;;Voice;Guitar;Bass;Accordion;;;;;Newer;Urban-light;;;0;1330;VrnG_gxNwH8;5678;5848
1332;thalassa;65;Violin;Percussion;Ney;Laouto;Bass;;;;Traditional;Mikrasiatiko;;;0;1331;V-8YVU5FnTo;1587;1784
1333;thalassa-ontas-giomizeis;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1332;FXS9jCtkFLk;6035;6177
1334;thalassa-platia;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1333;wFOvhBpFM1o;6132;6282
1335;thalassa-platia-2;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1334;qrOwc1mLFUk;2404;2508
1336;thalassaki;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;1335;q9e6UQh6d0c;1298;1428
1337;thelo-na-anevo-se-vouno;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1336;6bLFhgwoKsY;4141;4330
1338;thelo-na-pao-sti-fragkia;62;Voice;Tsampouna;Percussion;Oud;Klarino;Kanonaki;;;Traditional;Thracian;;;1;1337;6ZDyC-wpRXM;4735;4935
1339;thelo-na-papseis-na-gelas;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Rebetiko;;;;0;1338;YEPmaDr_UMA;3642;3817
1340;thelo-sta-bouzoukia;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1339;pxhw04LZhiY;5747;5932
1341;thelo-sta-bouzoukia-2;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1340;GQoE6eVqP38;166;292
1342;theloun-n-anthisoun-ta-klaria;71;Voice;Violin;;;;;;;Traditional;Epirotic;;;0;1341;niplI7Bv-30;656;949
1343;thermiotikos-2;67;Voice;Violin;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;0;1342;V-8YVU5FnTo;4950;5169
1344;thessalomakedoniko;64;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Macedonian;;;0;1343;8gH9iexkXME;1195;1255
1345;thessalomakedonikos-choros;64;Violin;Tambouras;Santouri;Percussion;Oud;Laouto;Klarino;;Traditional;Macedonian;;;0;1344;6ZDyC-wpRXM;1590;1630
1346;thessalomakedonikos-choros-patinada-v-malliara;68;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Thessalic;;;1;1345;G9DwnuVgsVs;1377;1486
1347;thodora-thessaloniki;58;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Macedonian;;;0;1346;U6oWHEVNvfY;1274;1405
1348;thourios-riga-ekdochi-antoniou-sigala;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;;;;0;1347;4yPS8r0qVTw;897;1088
1349;thourios-riga-ekdochi-simona-kara;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;;;;0;1348;4yPS8r0qVTw;1197;1291
1350;thourios-riga-skiathos-ekdochi-p-georgiou-riga;67;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Nisiotiko;Aegean;;0;1349;4yPS8r0qVTw;1354;1536
1351;thrinos-megalos-tou-botsari;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;0;1350;4yPS8r0qVTw;2681;2965
1352;thymisou;;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Urban-folk;Urban-light;;;1;1351;dIqJ-N3_Tso;5479;5664
1353;thymisou-2;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;1352;Desg3iWdxGU;971;1163
1354;ti-echeis-kaimene-platane;63;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Central-Greek;;;0;1353;cYE9_TXCmHs;597;908
1355;ti-echeis-rina-m;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;Arvanitic;;1;1354;GIOAt5GHt3I;5647;5736
1356;ti-ein-afto-pou-to-lene-agapi;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;1355;Desg3iWdxGU;5055;5191
1357;ti-einai-afto-pou-to-lene-agapi;;Voice;Piano;;;;;;;Newer;;;;0;1356;zkoqg3VRVLA;2760;2904
1358;ti-kala-to-leei-t-aidoni;62;Voice;Percussion;Ney;Lyra;Laouto;Kanonaki;Bass;;Traditional;Thracian;;;0;1357;Dd0IreIlLJE;3323;3546
1359;ti-magia-se-echoune-potisei;;Voice;Bouzouki;;;;;;;Rebetiko;;;;0;1358;YEPmaDr_UMA;2916;3050
